ra,dec,d,phase
115.1450953,1.62209134,670.3745,241
115.095049,1.647580785,668.7607,241
115.0446465,1.673118019,667.1464,241
114.9937977,1.698877218,665.5316,241
114.9425037,1.724638635,663.9163,241
114.8908522,1.750668413,662.3006,241
114.8386665,1.776654884,660.6843,241
114.7861233,1.802910152,659.0676,241
114.7330896,1.829255544,657.4505,241
114.6795655,1.855691297,655.833,241
114.6255948,1.882350644,654.215,241
114.5712674,1.909059542,652.5967,241
114.5164934,1.935992461,650.978,241
114.4612287,1.963016633,649.3589,241
114.4054283,1.990219484,647.7395,241
114.349226,2.017559892,646.1198,241
114.2926219,2.045038044,644.4998,241
114.2355268,2.072608346,642.8794,241
114.1779848,2.100404061,641.2588,241
114.1199517,2.128292383,639.6379,241
114.0614715,2.156406584,638.0167,241
114.0025892,2.184659577,636.3954,241
113.9430817,2.213047435,634.7738,241
113.8832609,2.24162024,633.152,241
113.8228147,2.270328409,631.53,241
113.7620552,2.299221913,629.9079,241
113.7006701,2.328251272,628.2855,241
113.6389266,2.357553774,626.6632,241
113.5766024,2.386905202,625.0406,241
113.5138306,2.416484539,623.418,241
113.4506559,2.446204521,621.7952,241
113.3868105,2.476149076,620.1723,241
113.3225622,2.506234714,618.5495,241
113.2578659,2.536549129,616.9266,241
113.1926326,2.567046947,615.3037,241
113.1269069,2.597640834,613.6808,241
113.0606883,2.628551715,612.058,241
112.9939772,2.659559076,610.4351,241
112.9266838,2.690838351,608.8124,241
112.8589869,2.722260052,607.1897,241
112.7907075,2.753954131,605.5671,241
112.7219352,2.785745498,603.9446,241
112.6526694,2.817855207,602.3222,241
112.5829105,2.850062575,600.7,241
112.5125688,2.882543232,599.078,241
112.4416889,2.915209683,597.456,241
112.37036,2.948107573,595.8344,241
112.2983586,2.981233992,594.213,241
112.2259528,3.014504442,592.5918,241
112.1529636,3.048049273,590.9709,241
112.07948,3.081914126,589.3502,241
112.0054132,3.115832684,587.7298,241
111.930807,3.150159518,586.1098,241
111.8557065,3.184585791,584.4901,241
111.780022,3.219287458,582.8708,241
111.7038425,3.254310081,581.2518,241
111.6270342,3.289475199,579.6332,241
111.5496415,3.324916296,578.0151,241
111.4717982,3.360590894,576.3974,241
111.3933701,3.396541802,574.7801,241
111.3142678,3.432723901,573.1634,241
111.2347146,3.469139933,571.5471,241
111.1545313,3.505920839,569.9313,241
